"GovTrustID","YR","Lib_Dem_Lean_Dem","Cons_Mod_Dem_Lean_Dem","Mod_Lib_Rep_Lean_Rep","Cons_Rep_Lean_Rep","Dem_Lean_Dem","Rep_Lean_Rep","Hispanic","Black","White","Asian"
1741,1999,40,43,26,16,35,25,,30,39,
1742,1999,40,43,26,16,35,25,,28,31,
1743,1999,40,43,26,16,35,25,,32,31,
1744,1999,40,43,26,16,35,25,,,32,
1745,1999,40,43,26,16,35,25,,,33,
1746,1999,40,43,26,16,35,25,,37,35,
1747,1999,40,43,26,16,35,25,,39,31,
1748,1999,40,43,26,16,41,21,,,28,
1749,1999,40,43,26,16,41,21,,30,39,
1750,1999,40,43,26,16,41,21,,28,31,
1751,1999,40,43,26,16,41,21,,32,31,
1752,1999,40,43,26,16,41,21,,,32,
1753,1999,40,43,26,16,41,21,,,33,
1754,1999,40,43,26,16,41,21,,37,35,
1755,1999,40,43,26,16,41,21,,39,31,
1756,1999,40,43,26,16,38,29,,,28,
1757,1999,40,43,26,16,38,29,,30,39,
1758,1999,40,43,26,16,38,29,,28,31,
1759,1999,40,43,26,16,38,29,,32,31,
1760,1999,40,43,26,16,38,29,,,32,
1761,1999,40,43,26,16,38,29,,,33,
1762,1999,40,43,26,16,38,29,,37,35,
1763,1999,40,43,26,16,38,29,,39,31,
1764,1999,40,43,26,16,42,33,,,28,
1765,1999,40,43,26,16,42,33,,30,39,
1766,1999,40,43,26,16,42,33,,28,31,
1767,1999,40,43,26,16,42,33,,32,31,
1768,1999,40,43,26,16,42,33,,,32,
1769,1999,40,43,26,16,42,33,,,33,
1770,1999,40,43,26,16,42,33,,37,35,
1771,1999,40,43,26,16,42,33,,39,31,
1772,1999,40,43,26,16,37,29,,,28,
1773,1999,40,43,26,16,37,29,,30,39,
1774,1999,40,43,26,16,37,29,,28,31,
1775,1999,40,43,26,16,37,29,,32,31,
1776,1999,40,43,26,16,37,29,,,32,
1777,1999,40,43,26,16,37,29,,,33,
1778,1999,40,43,26,16,37,29,,37,35,
1779,1999,40,43,26,16,37,29,,39,31,
1780,1999,36,40,33,27,31,27,,,28,
1781,1999,36,40,33,27,31,27,,30,39,
1782,1999,36,40,33,27,31,27,,28,31,
1783,1999,36,40,33,27,31,27,,32,31,
1784,1999,36,40,33,27,31,27,,,32,
1785,1999,36,40,33,27,31,27,,,33,
1786,1999,36,40,33,27,31,27,,37,35,
1787,1999,36,40,33,27,31,27,,39,31,
1788,1999,36,40,33,27,42,35,,,28,
1789,1999,36,40,33,27,42,35,,30,39,
1790,1999,36,40,33,27,42,35,,28,31,
1791,1999,36,40,33,27,42,35,,32,31,
1792,1999,36,40,33,27,42,35,,,32,
1793,1999,36,40,33,27,42,35,,,33,
1794,1999,36,40,33,27,42,35,,37,35,
1795,1999,36,40,33,27,42,35,,39,31,
1796,1999,36,40,33,27,36,30,,,28,
1797,1999,36,40,33,27,36,30,,30,39,
1798,1999,36,40,33,27,36,30,,28,31,
1799,1999,36,40,33,27,36,30,,32,31,
1800,1999,36,40,33,27,36,30,,,32,
1801,1999,36,40,33,27,36,30,,,33,
1802,1999,36,40,33,27,36,30,,37,35,
1803,1999,36,40,33,27,36,30,,39,31,
1804,1999,36,40,33,27,35,25,,,28,
1805,1999,36,40,33,27,35,25,,30,39,
1806,1999,36,40,33,27,35,25,,28,31,
1807,1999,36,40,33,27,35,25,,32,31,
1808,1999,36,40,33,27,35,25,,,32,
1809,1999,36,40,33,27,35,25,,,33,
1810,1999,36,40,33,27,35,25,,37,35,
1811,1999,36,40,33,27,35,25,,39,31,
1812,1999,36,40,33,27,41,21,,,28,
1813,1999,36,40,33,27,41,21,,30,39,
1814,1999,36,40,33,27,41,21,,28,31,
1815,1999,36,40,33,27,41,21,,32,31,
1816,1999,36,40,33,27,41,21,,,32,
1817,1999,36,40,33,27,41,21,,,33,
1818,1999,36,40,33,27,41,21,,37,35,
1819,1999,36,40,33,27,41,21,,39,31,
1820,1999,36,40,33,27,38,29,,,28,
1821,1999,36,40,33,27,38,29,,30,39,
1822,1999,36,40,33,27,38,29,,28,31,
1823,1999,36,40,33,27,38,29,,32,31,
1824,1999,36,40,33,27,38,29,,,32,
1825,1999,36,40,33,27,38,29,,,33,
1826,1999,36,40,33,27,38,29,,37,35,
1827,1999,36,40,33,27,38,29,,39,31,
1828,1999,36,40,33,27,42,33,,,28,
1829,1999,36,40,33,27,42,33,,30,39,
1830,1999,36,40,33,27,42,33,,28,31,
1831,1999,36,40,33,27,42,33,,32,31,
1832,1999,36,40,33,27,42,33,,,32,
1833,1999,36,40,33,27,42,33,,,33,
1834,1999,36,40,33,27,42,33,,37,35,
1835,1999,36,40,33,27,42,33,,39,31,
1836,1999,36,40,33,27,37,29,,,28,
1837,1999,36,40,33,27,37,29,,30,39,
1838,1999,36,40,33,27,37,29,,28,31,
1839,1999,36,40,33,27,37,29,,32,31,
1840,1999,36,40,33,27,37,29,,,32,
1841,1999,36,40,33,27,37,29,,,33,
1842,1999,36,40,33,27,37,29,,37,35,
1843,1999,36,40,33,27,37,29,,39,31,
1844,1999,39,44,40,28,31,27,,,28,
1845,1999,39,44,40,28,31,27,,30,39,
1846,1999,39,44,40,28,31,27,,28,31,
1847,1999,39,44,40,28,31,27,,32,31,
1848,1999,39,44,40,28,31,27,,,32,
1849,1999,39,44,40,28,31,27,,,33,
1850,1999,39,44,40,28,31,27,,37,35,
1851,1999,39,44,40,28,31,27,,39,31,
1852,1999,39,44,40,28,42,35,,,28,
1853,1999,39,44,40,28,42,35,,30,39,
1854,1999,39,44,40,28,42,35,,28,31,
1855,1999,39,44,40,28,42,35,,32,31,
1856,1999,39,44,40,28,42,35,,,32,
1857,1999,39,44,40,28,42,35,,,33,
1858,1999,39,44,40,28,42,35,,37,35,
1859,1999,39,44,40,28,42,35,,39,31,
1860,1999,39,44,40,28,36,30,,,28,
1861,1999,39,44,40,28,36,30,,30,39,
1862,1999,39,44,40,28,36,30,,28,31,
1863,1999,39,44,40,28,36,30,,32,31,
1864,1999,39,44,40,28,36,30,,,32,
1865,1999,39,44,40,28,36,30,,,33,
1866,1999,39,44,40,28,36,30,,37,35,
1867,1999,39,44,40,28,36,30,,39,31,
1868,1999,39,44,40,28,35,25,,,28,
1869,1999,39,44,40,28,35,25,,30,39,
1870,1999,39,44,40,28,35,25,,28,31,
1871,1999,39,44,40,28,35,25,,32,31,
1872,1999,39,44,40,28,35,25,,,32,
1873,1999,39,44,40,28,35,25,,,33,
1874,1999,39,44,40,28,35,25,,37,35,
1875,1999,39,44,40,28,35,25,,39,31,
1876,1999,39,44,40,28,41,21,,,28,
1877,1999,39,44,40,28,41,21,,30,39,
1878,1999,39,44,40,28,41,21,,28,31,
1879,1999,39,44,40,28,41,21,,32,31,
1880,1999,39,44,40,28,41,21,,,32,
1881,1999,39,44,40,28,41,21,,,33,
1882,1999,39,44,40,28,41,21,,37,35,
1883,1999,39,44,40,28,41,21,,39,31,
1884,1999,39,44,40,28,38,29,,,28,
1885,1999,39,44,40,28,38,29,,30,39,
1886,1999,39,44,40,28,38,29,,28,31,
1887,1999,39,44,40,28,38,29,,32,31,
1888,1999,39,44,40,28,38,29,,,32,
1889,1999,39,44,40,28,38,29,,,33,
1890,1999,39,44,40,28,38,29,,37,35,
1891,1999,39,44,40,28,38,29,,39,31,
1892,1999,39,44,40,28,42,33,,,28,
1893,1999,39,44,40,28,42,33,,30,39,
1894,1999,39,44,40,28,42,33,,28,31,
1895,1999,39,44,40,28,42,33,,32,31,
1896,1999,39,44,40,28,42,33,,,32,
1897,1999,39,44,40,28,42,33,,,33,
1898,1999,39,44,40,28,42,33,,37,35,
1899,1999,39,44,40,28,42,33,,39,31,
1900,1999,39,44,40,28,37,29,,,28,
1901,1999,39,44,40,28,37,29,,30,39,
1902,1999,39,44,40,28,37,29,,28,31,
1903,1999,39,44,40,28,37,29,,32,31,
1904,1999,39,44,40,28,37,29,,,32,
1905,1999,39,44,40,28,37,29,,,33,
1906,1999,39,44,40,28,37,29,,37,35,
1907,1999,39,44,40,28,37,29,,39,31,
1908,1999,34,39,31,26,31,27,,,28,
1909,1999,34,39,31,26,31,27,,30,39,
1910,1999,34,39,31,26,31,27,,28,31,
1911,1999,34,39,31,26,31,27,,32,31,
1912,1999,34,39,31,26,31,27,,,32,
1913,1999,34,39,31,26,31,27,,,33,
1914,1999,34,39,31,26,31,27,,37,35,
1915,1999,34,39,31,26,31,27,,39,31,
1916,1999,34,39,31,26,42,35,,,28,
1917,1999,34,39,31,26,42,35,,30,39,
1918,1999,34,39,31,26,42,35,,28,31,
1919,1999,34,39,31,26,42,35,,32,31,
1920,1999,34,39,31,26,42,35,,,32,
1921,1999,34,39,31,26,42,35,,,33,
1922,1999,34,39,31,26,42,35,,37,35,
1923,1999,34,39,31,26,42,35,,39,31,
1924,1999,34,39,31,26,36,30,,,28,
1925,1999,34,39,31,26,36,30,,30,39,
1926,1999,34,39,31,26,36,30,,28,31,
1927,1999,34,39,31,26,36,30,,32,31,
1928,1999,34,39,31,26,36,30,,,32,
1929,1999,34,39,31,26,36,30,,,33,
1930,1999,34,39,31,26,36,30,,37,35,
1931,1999,34,39,31,26,36,30,,39,31,
1932,1999,34,39,31,26,35,25,,,28,
1933,1999,34,39,31,26,35,25,,30,39,
1934,1999,34,39,31,26,35,25,,28,31,
1935,1999,34,39,31,26,35,25,,32,31,
1936,1999,34,39,31,26,35,25,,,32,
1937,1999,34,39,31,26,35,25,,,33,
1938,1999,34,39,31,26,35,25,,37,35,
1939,1999,34,39,31,26,35,25,,39,31,
1940,1999,34,39,31,26,41,21,,,28,
1941,1999,34,39,31,26,41,21,,30,39,
1942,1999,34,39,31,26,41,21,,28,31,
1943,1999,34,39,31,26,41,21,,32,31,
1944,1999,34,39,31,26,41,21,,,32,
1945,1999,34,39,31,26,41,21,,,33,
1946,1999,34,39,31,26,41,21,,37,35,
1947,1999,34,39,31,26,41,21,,39,31,
1948,1999,34,39,31,26,38,29,,,28,
1949,1999,34,39,31,26,38,29,,30,39,
1950,1999,34,39,31,26,38,29,,28,31,
1951,1999,34,39,31,26,38,29,,32,31,
1952,1999,34,39,31,26,38,29,,,32,
1953,1999,34,39,31,26,38,29,,,33,
1954,1999,34,39,31,26,38,29,,37,35,
1955,1999,34,39,31,26,38,29,,39,31,
1956,1999,34,39,31,26,42,33,,,28,
1957,1999,34,39,31,26,42,33,,30,39,
1958,1999,34,39,31,26,42,33,,28,31,
1959,1999,34,39,31,26,42,33,,32,31,
1960,1999,34,39,31,26,42,33,,,32,
1961,1999,34,39,31,26,42,33,,,33,
1962,1999,34,39,31,26,42,33,,37,35,
1963,1999,34,39,31,26,42,33,,39,31,
1964,1999,34,39,31,26,37,29,,,28,
1965,1999,34,39,31,26,37,29,,30,39,
1966,1999,34,39,31,26,37,29,,28,31,
1967,1999,34,39,31,26,37,29,,32,31,
1968,1999,34,39,31,26,37,29,,,32,
1969,1999,34,39,31,26,37,29,,,33,
1970,1999,34,39,31,26,37,29,,37,35,
1971,1999,34,39,31,26,37,29,,39,31,
1972,1998,45,46,39,34,45,35,57,36,38,
1973,1998,45,46,39,34,45,35,,27,26,
1974,1998,45,46,39,34,45,35,,29,22,
1975,1998,45,46,39,34,45,35,,26,25,
1976,1998,45,46,39,34,45,35,,,33,
1977,1998,45,46,39,34,45,35,,42,33,
1978,1998,45,46,39,34,45,35,,,36,
1979,1998,45,46,39,34,45,35,,,25,
1980,1998,45,46,39,34,31,23,57,36,38,
1981,1998,45,46,39,34,31,23,,27,26,
1982,1998,45,46,39,34,31,23,,29,22,
1983,1998,45,46,39,34,31,23,,26,25,
1984,1998,45,46,39,34,31,23,,,33,
1985,1998,45,46,39,34,31,23,,42,33,
1986,1998,45,46,39,34,31,23,,,36,
1987,1998,45,46,39,34,31,23,,,25,
1988,1998,45,46,39,34,28,22,57,36,38,
1989,1998,45,46,39,34,28,22,,27,26,
1990,1998,45,46,39,34,28,22,,29,22,
1991,1998,45,46,39,34,28,22,,26,25,
1992,1998,45,46,39,34,28,22,,,33,
1993,1998,45,46,39,34,28,22,,42,33,
1994,1998,45,46,39,34,28,22,,,36,
1995,1998,45,46,39,34,28,22,,,25,
1996,1998,45,46,39,34,28,25,57,36,38,
1997,1998,45,46,39,34,28,25,,27,26,
1998,1998,45,46,39,34,28,25,,29,22,
1999,1998,45,46,39,34,28,25,,26,25,
2000,1998,45,46,39,34,28,25,,,33,
2001,1998,45,46,39,34,28,25,,42,33,
2002,1998,45,46,39,34,28,25,,,36,
2003,1998,45,46,39,34,28,25,,,25,
2004,1998,45,46,39,34,40,30,57,36,38,
2005,1998,45,46,39,34,40,30,,27,26,
2006,1998,45,46,39,34,40,30,,29,22,
2007,1998,45,46,39,34,40,30,,26,25,
2008,1998,45,46,39,34,40,30,,,33,
2009,1998,45,46,39,34,40,30,,42,33,
2010,1998,45,46,39,34,40,30,,,36,
2011,1998,45,46,39,34,40,30,,,25,
2012,1998,45,46,39,34,42,28,57,36,38,
2013,1998,45,46,39,34,42,28,,27,26,
2014,1998,45,46,39,34,42,28,,29,22,
2015,1998,45,46,39,34,42,28,,26,25,
2016,1998,45,46,39,34,42,28,,,33,
2017,1998,45,46,39,34,42,28,,42,33,
2018,1998,45,46,39,34,42,28,,,36,
2019,1998,45,46,39,34,42,28,,,25,
2020,1998,45,46,39,34,52,26,57,36,38,
2021,1998,45,46,39,34,52,26,,27,26,
2022,1998,45,46,39,34,52,26,,29,22,
2023,1998,45,46,39,34,52,26,,26,25,
2024,1998,45,46,39,34,52,26,,,33,
2025,1998,45,46,39,34,52,26,,42,33,
2026,1998,45,46,39,34,52,26,,,36,
2027,1998,45,46,39,34,52,26,,,25,
2028,1998,45,46,39,34,31,22,57,36,38,
2029,1998,45,46,39,34,31,22,,27,26,
2030,1998,45,46,39,34,31,22,,29,22,
2031,1998,45,46,39,34,31,22,,26,25,
2032,1998,45,46,39,34,31,22,,,33,
2033,1998,45,46,39,34,31,22,,42,33,
2034,1998,45,46,39,34,31,22,,,36,
2035,1998,45,46,39,34,31,22,,,25,
2036,1998,28,28,23,22,45,35,57,36,38,
2037,1998,28,28,23,22,45,35,,27,26,
2038,1998,28,28,23,22,45,35,,29,22,
2039,1998,28,28,23,22,45,35,,26,25,
2040,1998,28,28,23,22,45,35,,,33,
2041,1998,28,28,23,22,45,35,,42,33,
2042,1998,28,28,23,22,45,35,,,36,
2043,1998,28,28,23,22,45,35,,,25,
2044,1998,28,28,23,22,31,23,57,36,38,
2045,1998,28,28,23,22,31,23,,27,26,
2046,1998,28,28,23,22,31,23,,29,22,
2047,1998,28,28,23,22,31,23,,26,25,
2048,1998,28,28,23,22,31,23,,,33,
2049,1998,28,28,23,22,31,23,,42,33,
2050,1998,28,28,23,22,31,23,,,36,
2051,1998,28,28,23,22,31,23,,,25,
2052,1998,28,28,23,22,28,22,57,36,38,
2053,1998,28,28,23,22,28,22,,27,26,
2054,1998,28,28,23,22,28,22,,29,22,
2055,1998,28,28,23,22,28,22,,26,25,
2056,1998,28,28,23,22,28,22,,,33,
2057,1998,28,28,23,22,28,22,,42,33,
2058,1998,28,28,23,22,28,22,,,36,
2059,1998,28,28,23,22,28,22,,,25,
2060,1998,28,28,23,22,28,25,57,36,38,
2061,1998,28,28,23,22,28,25,,27,26,
2062,1998,28,28,23,22,28,25,,29,22,
2063,1998,28,28,23,22,28,25,,26,25,
2064,1998,28,28,23,22,28,25,,,33,
2065,1998,28,28,23,22,28,25,,42,33,
2066,1998,28,28,23,22,28,25,,,36,
2067,1998,28,28,23,22,28,25,,,25,
2068,1998,28,28,23,22,40,30,57,36,38,
2069,1998,28,28,23,22,40,30,,27,26,
2070,1998,28,28,23,22,40,30,,29,22,
2071,1998,28,28,23,22,40,30,,26,25,
2072,1998,28,28,23,22,40,30,,,33,
2073,1998,28,28,23,22,40,30,,42,33,
2074,1998,28,28,23,22,40,30,,,36,
2075,1998,28,28,23,22,40,30,,,25,
2076,1998,28,28,23,22,42,28,57,36,38,
2077,1998,28,28,23,22,42,28,,27,26,
2078,1998,28,28,23,22,42,28,,29,22,
2079,1998,28,28,23,22,42,28,,26,25,
2080,1998,28,28,23,22,42,28,,,33,
2081,1998,28,28,23,22,42,28,,42,33,
2082,1998,28,28,23,22,42,28,,,36,
2083,1998,28,28,23,22,42,28,,,25,
2084,1998,28,28,23,22,52,26,57,36,38,
2085,1998,28,28,23,22,52,26,,27,26,
2086,1998,28,28,23,22,52,26,,29,22,
2087,1998,28,28,23,22,52,26,,26,25,
2088,1998,28,28,23,22,52,26,,,33,
2089,1998,28,28,23,22,52,26,,42,33,
2090,1998,28,28,23,22,52,26,,,36,
2091,1998,28,28,23,22,52,26,,,25,
2092,1998,28,28,23,22,31,22,57,36,38,
2093,1998,28,28,23,22,31,22,,27,26,
2094,1998,28,28,23,22,31,22,,29,22,
2095,1998,28,28,23,22,31,22,,26,25,
2096,1998,28,28,23,22,31,22,,,33,
2097,1998,28,28,23,22,31,22,,42,33,
2098,1998,28,28,23,22,31,22,,,36,
2099,1998,28,28,23,22,31,22,,,25,
2100,1998,30,28,22,26,45,35,57,36,38,
2101,1998,30,28,22,26,45,35,,27,26,
2102,1998,30,28,22,26,45,35,,29,22,
2103,1998,30,28,22,26,45,35,,26,25,
2104,1998,30,28,22,26,45,35,,,33,
2105,1998,30,28,22,26,45,35,,42,33,
2106,1998,30,28,22,26,45,35,,,36,
2107,1998,30,28,22,26,45,35,,,25,
2108,1998,30,28,22,26,31,23,57,36,38,
2109,1998,30,28,22,26,31,23,,27,26,
2110,1998,30,28,22,26,31,23,,29,22,
2111,1998,30,28,22,26,31,23,,26,25,
2112,1998,30,28,22,26,31,23,,,33,
2113,1998,30,28,22,26,31,23,,42,33,
2114,1998,30,28,22,26,31,23,,,36,
2115,1998,30,28,22,26,31,23,,,25,
2116,1998,30,28,22,26,28,22,57,36,38,
2117,1998,30,28,22,26,28,22,,27,26,
2118,1998,30,28,22,26,28,22,,29,22,
2119,1998,30,28,22,26,28,22,,26,25,
2120,1998,30,28,22,26,28,22,,,33,
2121,1998,30,28,22,26,28,22,,42,33,
2122,1998,30,28,22,26,28,22,,,36,
2123,1998,30,28,22,26,28,22,,,25,
2124,1998,30,28,22,26,28,25,57,36,38,
2125,1998,30,28,22,26,28,25,,27,26,
2126,1998,30,28,22,26,28,25,,29,22,
2127,1998,30,28,22,26,28,25,,26,25,
2128,1998,30,28,22,26,28,25,,,33,
2129,1998,30,28,22,26,28,25,,42,33,
2130,1998,30,28,22,26,28,25,,,36,
2131,1998,30,28,22,26,28,25,,,25,
2132,1998,30,28,22,26,40,30,57,36,38,
2133,1998,30,28,22,26,40,30,,27,26,
2134,1998,30,28,22,26,40,30,,29,22,
2135,1998,30,28,22,26,40,30,,26,25,
2136,1998,30,28,22,26,40,30,,,33,
2137,1998,30,28,22,26,40,30,,42,33,
2138,1998,30,28,22,26,40,30,,,36,
2139,1998,30,28,22,26,40,30,,,25,
2140,1998,30,28,22,26,42,28,57,36,38,
2141,1998,30,28,22,26,42,28,,27,26,
2142,1998,30,28,22,26,42,28,,29,22,
2143,1998,30,28,22,26,42,28,,26,25,
2144,1998,30,28,22,26,42,28,,,33,
2145,1998,30,28,22,26,42,28,,42,33,
2146,1998,30,28,22,26,42,28,,,36,
2147,1998,30,28,22,26,42,28,,,25,
2148,1998,30,28,22,26,52,26,57,36,38,
2149,1998,30,28,22,26,52,26,,27,26,
2150,1998,30,28,22,26,52,26,,29,22,
2151,1998,30,28,22,26,52,26,,26,25,
2152,1998,30,28,22,26,52,26,,,33,
2153,1998,30,28,22,26,52,26,,42,33,
2154,1998,30,28,22,26,52,26,,,36,
2155,1998,30,28,22,26,52,26,,,25,
2156,1998,30,28,22,26,31,22,57,36,38,
2157,1998,30,28,22,26,31,22,,27,26,
2158,1998,30,28,22,26,31,22,,29,22,
2159,1998,30,28,22,26,31,22,,26,25,
2160,1998,30,28,22,26,31,22,,,33,
2161,1998,30,28,22,26,31,22,,42,33,
2162,1998,30,28,22,26,31,22,,,36,
2163,1998,30,28,22,26,31,22,,,25,
2164,1998,38,35,24,27,45,35,57,36,38,
2165,1998,38,35,24,27,45,35,,27,26,
2166,1998,38,35,24,27,45,35,,29,22,
2167,1998,38,35,24,27,45,35,,26,25,
2168,1998,38,35,24,27,45,35,,,33,
2169,1998,38,35,24,27,45,35,,42,33,
2170,1998,38,35,24,27,45,35,,,36,
2171,1998,38,35,24,27,45,35,,,25,
2172,1998,38,35,24,27,31,23,57,36,38,
2173,1998,38,35,24,27,31,23,,27,26,
2174,1998,38,35,24,27,31,23,,29,22,
2175,1998,38,35,24,27,31,23,,26,25,
2176,1998,38,35,24,27,31,23,,,33,
2177,1998,38,35,24,27,31,23,,42,33,
2178,1998,38,35,24,27,31,23,,,36,
2179,1998,38,35,24,27,31,23,,,25,
2180,1998,38,35,24,27,28,22,57,36,38,
2181,1998,38,35,24,27,28,22,,27,26,
2182,1998,38,35,24,27,28,22,,29,22,
2183,1998,38,35,24,27,28,22,,26,25,
2184,1998,38,35,24,27,28,22,,,33,
2185,1998,38,35,24,27,28,22,,42,33,
2186,1998,38,35,24,27,28,22,,,36,
2187,1998,38,35,24,27,28,22,,,25,
2188,1998,38,35,24,27,28,25,57,36,38,
2189,1998,38,35,24,27,28,25,,27,26,
2190,1998,38,35,24,27,28,25,,29,22,
2191,1998,38,35,24,27,28,25,,26,25,
2192,1998,38,35,24,27,28,25,,,33,
2193,1998,38,35,24,27,28,25,,42,33,
2194,1998,38,35,24,27,28,25,,,36,
2195,1998,38,35,24,27,28,25,,,25,
2196,1998,38,35,24,27,40,30,57,36,38,
2197,1998,38,35,24,27,40,30,,27,26,
2198,1998,38,35,24,27,40,30,,29,22,
2199,1998,38,35,24,27,40,30,,26,25,
2200,1998,38,35,24,27,40,30,,,33,
2201,1998,38,35,24,27,40,30,,42,33,
2202,1998,38,35,24,27,40,30,,,36,
2203,1998,38,35,24,27,40,30,,,25,
2204,1998,38,35,24,27,42,28,57,36,38,
2205,1998,38,35,24,27,42,28,,27,26,
2206,1998,38,35,24,27,42,28,,29,22,
2207,1998,38,35,24,27,42,28,,26,25,
2208,1998,38,35,24,27,42,28,,,33,
2209,1998,38,35,24,27,42,28,,42,33,
2210,1998,38,35,24,27,42,28,,,36,
2211,1998,38,35,24,27,42,28,,,25,
2212,1998,38,35,24,27,52,26,57,36,38,
2213,1998,38,35,24,27,52,26,,27,26,
2214,1998,38,35,24,27,52,26,,29,22,
2215,1998,38,35,24,27,52,26,,26,25,
2216,1998,38,35,24,27,52,26,,,33,
2217,1998,38,35,24,27,52,26,,42,33,
2218,1998,38,35,24,27,52,26,,,36,
2219,1998,38,35,24,27,52,26,,,25,
2220,1998,38,35,24,27,31,22,57,36,38,
2221,1998,38,35,24,27,31,22,,27,26,
2222,1998,38,35,24,27,31,22,,29,22,
2223,1998,38,35,24,27,31,22,,26,25,
2224,1998,38,35,24,27,31,22,,,33,
2225,1998,38,35,24,27,31,22,,42,33,
2226,1998,38,35,24,27,31,22,,,36,
2227,1998,38,35,24,27,31,22,,,25,
2228,1998,55,52,33,23,45,35,57,36,38,
2229,1998,55,52,33,23,45,35,,27,26,
2230,1998,55,52,33,23,45,35,,29,22,
2231,1998,55,52,33,23,45,35,,26,25,
2232,1998,55,52,33,23,45,35,,,33,
2233,1998,55,52,33,23,45,35,,42,33,
2234,1998,55,52,33,23,45,35,,,36,
2235,1998,55,52,33,23,45,35,,,25,
2236,1998,55,52,33,23,31,23,57,36,38,
2237,1998,55,52,33,23,31,23,,27,26,
2238,1998,55,52,33,23,31,23,,29,22,
2239,1998,55,52,33,23,31,23,,26,25,
2240,1998,55,52,33,23,31,23,,,33,
2241,1998,55,52,33,23,31,23,,42,33,
2242,1998,55,52,33,23,31,23,,,36,
2243,1998,55,52,33,23,31,23,,,25,
2244,1998,55,52,33,23,28,22,57,36,38,
2245,1998,55,52,33,23,28,22,,27,26,
2246,1998,55,52,33,23,28,22,,29,22,
2247,1998,55,52,33,23,28,22,,26,25,
2248,1998,55,52,33,23,28,22,,,33,
2249,1998,55,52,33,23,28,22,,42,33,
2250,1998,55,52,33,23,28,22,,,36,
2251,1998,55,52,33,23,28,22,,,25,
2252,1998,55,52,33,23,28,25,57,36,38,
2253,1998,55,52,33,23,28,25,,27,26,
2254,1998,55,52,33,23,28,25,,29,22,
2255,1998,55,52,33,23,28,25,,26,25,
2256,1998,55,52,33,23,28,25,,,33,
2257,1998,55,52,33,23,28,25,,42,33,
2258,1998,55,52,33,23,28,25,,,36,
2259,1998,55,52,33,23,28,25,,,25,
2260,1998,55,52,33,23,40,30,57,36,38,
2261,1998,55,52,33,23,40,30,,27,26,
2262,1998,55,52,33,23,40,30,,29,22,
2263,1998,55,52,33,23,40,30,,26,25,
2264,1998,55,52,33,23,40,30,,,33,
2265,1998,55,52,33,23,40,30,,42,33,
2266,1998,55,52,33,23,40,30,,,36,
2267,1998,55,52,33,23,40,30,,,25,
2268,1998,55,52,33,23,42,28,57,36,38,
2269,1998,55,52,33,23,42,28,,27,26,
2270,1998,55,52,33,23,42,28,,29,22,
2271,1998,55,52,33,23,42,28,,26,25,
2272,1998,55,52,33,23,42,28,,,33,
2273,1998,55,52,33,23,42,28,,42,33,
2274,1998,55,52,33,23,42,28,,,36,
2275,1998,55,52,33,23,42,28,,,25,
2276,1998,55,52,33,23,52,26,57,36,38,
2277,1998,55,52,33,23,52,26,,27,26,
2278,1998,55,52,33,23,52,26,,29,22,
2279,1998,55,52,33,23,52,26,,26,25,
2280,1998,55,52,33,23,52,26,,,33,
2281,1998,55,52,33,23,52,26,,42,33,
2282,1998,55,52,33,23,52,26,,,36,
2283,1998,55,52,33,23,52,26,,,25,
2284,1998,55,52,33,23,31,22,57,36,38,
2285,1998,55,52,33,23,31,22,,27,26,
2286,1998,55,52,33,23,31,22,,29,22,
2287,1998,55,52,33,23,31,22,,26,25,
2288,1998,55,52,33,23,31,22,,,33,
2289,1998,55,52,33,23,31,22,,42,33,
2290,1998,55,52,33,23,31,22,,,36,
2291,1998,55,52,33,23,31,22,,,25,
2292,1998,24,31,24,19,45,35,57,36,38,
2293,1998,24,31,24,19,45,35,,27,26,
2294,1998,24,31,24,19,45,35,,29,22,
2295,1998,24,31,24,19,45,35,,26,25,
2296,1998,24,31,24,19,45,35,,,33,
2297,1998,24,31,24,19,45,35,,42,33,
2298,1998,24,31,24,19,45,35,,,36,
2299,1998,24,31,24,19,45,35,,,25,
2300,1998,24,31,24,19,31,23,57,36,38,
2301,1998,24,31,24,19,31,23,,27,26,
2302,1998,24,31,24,19,31,23,,29,22,
2303,1998,24,31,24,19,31,23,,26,25,
2304,1998,24,31,24,19,31,23,,,33,
2305,1998,24,31,24,19,31,23,,42,33,
2306,1998,24,31,24,19,31,23,,,36,
2307,1998,24,31,24,19,31,23,,,25,
2308,1998,24,31,24,19,28,22,57,36,38,
2309,1998,24,31,24,19,28,22,,27,26,
2310,1998,24,31,24,19,28,22,,29,22,
2311,1998,24,31,24,19,28,22,,26,25,
2312,1998,24,31,24,19,28,22,,,33,
2313,1998,24,31,24,19,28,22,,42,33,
2314,1998,24,31,24,19,28,22,,,36,
2315,1998,24,31,24,19,28,22,,,25,
2316,1998,24,31,24,19,28,25,57,36,38,
2317,1998,24,31,24,19,28,25,,27,26,
2318,1998,24,31,24,19,28,25,,29,22,
2319,1998,24,31,24,19,28,25,,26,25,
2320,1998,24,31,24,19,28,25,,,33,
2321,1998,24,31,24,19,28,25,,42,33,
2322,1998,24,31,24,19,28,25,,,36,
2323,1998,24,31,24,19,28,25,,,25,
2324,1998,24,31,24,19,40,30,57,36,38,
2325,1998,24,31,24,19,40,30,,27,26,
